chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
,,55037,0,0,-1,1,0,3,1.3,0.8,1,Cheikhou,0.8,451,False,,,49,55037.jpg,0.8,Kouyaté,0.0,False,,a,16,17,3,199,22,978,66,0.2,0.6,Kouyaté,39,0,0,0,1,0,0,0,1,0,0,0,14,20.6,10.7,3.0,3.4,0,0.02,0.02,0.04,1.58,254,104,250,134,283,138,290,126,,,,,,,0.05,0.0,0.05,0.1,3.65,2.31,240,154,284,130,360,172,567,218,0.0,0.0
0.0,0.0,221403,0,0,0,0,0,2,0.0,0.0,0,Richie,0.0,452,False,Loan to the end of the year with a permanent transfer in view,2023-08-04T09:37:12.198683Z,45,221403.jpg,0.0,Laryea,0.0,False,,u,16,17,0,0,0,402,16,0.0,0.0,Laryea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,564,220,561,220,548,217,571,220,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,393,86,571,219,572,219,672,224,0.0,0.0
100.0,0.0,179519,0,0,0,0,0,3,2.0,0.0,3,Orel,1.5,453,False,,2023-08-26T21:00:08.352500Z,50,179519.jpg,2.0,Mangala,0.0,False,,a,16,17,6,339,57,1214,73,0.3,1.2,Mangala,228,0,0,1,3,0,0,0,1,0,0,0,5,16.4,12.3,1.0,3.0,3,0.01,0.00,0.01,2.53,272,114,235,131,320,159,299,131,,,,,,,0.0,0.0,0.0,0.0,1.0,1.18,194,121,200,91,190,83,588,229,1.18,0.39
0.0,0.0,242885,0,0,0,0,0,2,0.0,0.0,0,Loïc,0.0,454,False,Season long to Almere City,2023-08-29T07:47:33.418642Z,40,242885.jpg,0.0,Mbe Soh,0.1,False,,u,16,17,0,589,0,4044,563,0.0,0.0,Mbe Soh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,437,164,421,161,390,143,445,165,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,650,193,441,159,442,159,426,165,0.0,0.0
100.0,25.0,168281,0,0,0,0,0,2,3.0,0.6,7,Scott,2.5,455,False,,2023-08-26T21:00:08.377652Z,45,168281.jpg,2.5,McKenna,0.1,False,,a,16,17,10,2378,369,4564,185,0.6,2.2,McKenna,326,0,0,1,5,0,0,0,0,0,0,1,51,71.2,21.6,11.0,10.3,4,0.19,0.10,0.29,5.08,96,34,181,49,213,62,164,47,,,,,,,0.05,0.0,0.03,0.08,1.4,1.38,362,65,121,35,148,46,438,171,1.1,0.28
,,244930,0,0,-1,1,0,3,0.5,0.0,0,Alex,0.0,456,False,,,44,244930.jpg,0.0,Mighten,0.0,False,,a,16,17,0,787,152,1517,118,0.0,0.0,Mighten,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,529,192,517,190,495,181,536,195,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,547,279,537,197,538,197,532,197,0.0,0.0
100.0,100.0,199170,0,0,0,0,0,2,1.0,0.5,0,Moussa,0.5,457,False,,2023-08-06T23:30:06.061982Z,45,199170.jpg,1.0,Niakhaté,0.0,False,,a,16,17,2,634,84,1069,132,0.1,0.4,Niakhaté,34,0,0,0,1,0,0,0,0,0,0,0,9,7.8,0.4,0.0,0.8,0,0.00,0.01,0.01,1.31,317,122,340,124,541,215,350,126,,,,,,,0.0,0.0,0.03,0.03,3.47,2.65,375,74,315,108,295,105,521,190,0.0,0.0
0.0,0.0,243345,0,0,-1,1,0,3,0.0,0.0,0,Lewis,0.0,458,False,Season-long loan to Middlesbrough,2023-09-01T07:24:06.652254Z,49,243345.jpg,0.0,O'Brien,0.0,False,,u,16,17,0,68,0,750,115,0.0,0.0,O'Brien,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,643,262,639,261,634,256,649,264,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,291,191,645,263,646,263,625,252,0.0,0.0
0.0,0.0,437476,0,0,0,0,0,3,0.0,0.0,0,Braian,0.0,459,False,Permanent transfer to Real Salt Lake,2023-08-04T09:39:04.512634Z,45,437476.jpg,0.0,Ojeda Rodríguez,0.0,False,,u,16,17,0,0,0,274,13,0.0,0.0,Ojeda,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,575,216,572,215,561,207,582,219,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,420,224,582,220,583,220,689,290,0.0,0.0
0.0,0.0,209035,0,0,0,0,0,2,0.0,0.0,0,Jonathan,0.0,460,False,Season-long loan to Cardiff City,2023-09-01T14:45:03.225842Z,40,209035.jpg,0.0,Panzo,0.1,False,,u,16,17,0,884,0,4421,910,0.0,0.0,Panzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,422,157,405,154,373,135,430,158,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,633,185,425,151,426,151,398,151,0.0,0.0
0.0,0.0,204822,0,0,-1,1,0,2,0.0,0.0,0,Omar,0.0,461,False,Season-long loan to Olympiakos,2023-08-16T16:30:07.161960Z,44,204822.jpg,0.0,Richards,0.0,False,,u,16,17,0,88,0,2860,158,0.0,0.0,O.Richards,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,513,207,500,205,476,194,520,207,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,524,140,521,206,522,206,547,196,0.0,0.0
0.0,0.0,185253,0,0,0,0,0,3,0.0,0.0,0,Gustavo Henrique,0.0,462,False,Season long loan to Olympiacos,2023-08-21T08:31:03.509832Z,45,185253.jpg,0.0,Furtado Scarpa,0.0,False,,u,16,17,0,296,0,3755,219,0.0,0.0,G.Scarpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,558,210,554,209,538,201,565,213,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,371,217,565,214,566,214,540,202,0.0,0.0
,,50232,0,0,-1,1,0,3,0.5,0.0,0,Jonjo,0.0,463,False,,,49,50232.jpg,0.0,Shelvey,0.0,False,,a,16,17,0,210,24,1513,118,0.0,0.0,J.Shelvey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,623,246,619,245,612,238,630,249,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,238,153,627,249,628,249,555,211,0.0,0.0
0.0,0.0,217331,0,0,0,0,0,4,0.0,0.0,0,Sam,0.0,464,False,Joined Nashville SC on a permanent transfer,2023-07-26T11:30:33.401435Z,45,217331.jpg,0.0,Surridge,0.2,False,,u,16,17,0,0,0,16925,1234,0.0,0.0,Surridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,562,52,558,56,545,56,569,56,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,388,65,569,57,570,57,293,50,0.0,0.0
,,114241,0,0,-1,1,0,2,0.5,0.0,0,Harry,0.0,465,False,,,44,114241.jpg,0.0,Toffolo,0.0,False,,a,16,17,0,170,35,1746,129,0.0,0.0,Toffolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,496,200,483,198,457,185,503,200,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,501,128,504,199,505,199,500,188,0.0,0.0
0.0,,201440,0,0,-1,1,0,4,0.0,0.0,0,Hwang,0.0,466,False,Season-long loan to Norwich City,2023-09-03T20:12:47.865585Z,44,201440.jpg,0.0,Ui-jo,1.1,False,,u,16,17,0,22938,2302,51895,5924,0.0,0.0,Ui-jo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,510,46,497,50,473,50,517,50,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,521,85,518,51,519,51,156,27,0.0,0.0
,,215136,0,0,0,0,0,2,1.3,0.8,0,Neco,0.8,467,False,,,45,215136.jpg,1.5,Williams,0.2,False,,a,16,17,3,2939,134,7459,763,0.2,0.7,Williams,108,0,0,0,1,0,0,0,0,0,0,0,9,26.8,15.9,6.0,4.9,1,0.02,0.07,0.09,0.97,237,97,206,60,245,82,265,93,,,3.0,,,,0.02,0.0,0.06,0.08,0.81,0.83,385,81,280,93,226,72,291,114,0.83,0.0
,,60689,0,0,0,0,0,4,3.0,2.5,1,Chris,2.5,468,False,,,50,60689.jpg,2.5,Wood,0.6,False,,a,16,17,10,23310,1760,26367,3395,0.5,2.0,Wood,41,1,0,0,0,0,0,0,0,0,0,2,39,39.4,21.2,21.0,8.3,0,0.12,0.04,0.16,0.79,191,21,186,25,161,37,201,27,,,,,,,0.26,0.0,0.09,0.35,1.73,0.0,167,43,126,19,152,24,206,37,0.0,0.0
100.0,100.0,208912,0,0,0,0,0,2,3.0,2.5,9,Joe,2.5,469,False,,2023-08-26T19:30:07.624115Z,45,208912.jpg,2.5,Worrall,0.1,False,,a,16,17,10,1989,627,3262,137,0.6,2.2,Worrall,335,0,0,1,6,0,0,0,0,1,0,3,51,60.0,21.4,14.0,9.5,4,0.10,0.31,0.41,7.22,128,49,185,51,202,58,179,54,,,,,,,0.03,0.0,0.08,0.11,1.94,1.61,379,77,122,36,149,47,432,167,1.07,0.27
,,204968,0,0,-1,1,0,3,2.3,1.8,2,Ryan,1.8,470,False,,,49,204968.jpg,1.8,Yates,0.0,False,,a,16,17,7,538,99,1465,99,0.4,1.4,Yates,291,0,0,1,5,0,0,0,1,0,0,0,22,50.2,6.0,3.0,5.9,3,0.02,0.02,0.04,6.14,159,57,275,144,284,139,242,106,,,,,,,0.01,0.0,0.01,0.02,1.9,1.55,278,185,177,77,205,92,528,195,0.93,0.31
100.0,100.0,159506,0,0,0,0,0,2,1.7,1.2,5,Olu,1.2,604,False,,2023-08-18T23:30:05.934168Z,45,159506.jpg,1.7,Aina,0.1,False,,a,16,17,5,5373,655,7643,185,0.3,1.1,Aina,233,0,0,1,5,0,0,0,3,0,0,0,31,28.8,0.9,2.0,3.2,3,0.02,0.01,0.03,4.83,234,94,319,116,295,103,294,107,,,,,,,0.01,0.0,0.0,0.01,1.87,1.93,357,60,223,69,215,67,406,156,1.16,0.39
,,450197,0,0,0,0,0,1,0.5,0.0,0,George,0.0,636,False,,,40,450197.jpg,0.0,Shelvey,0.0,False,,a,16,17,0,621,62,1010,78,0.0,0.0,G.Shelvey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,450,60,435,45,405,41,458,60,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,667,71,456,59,457,60,498,66,0.0,0.0
,,547659,0,0,0,0,0,2,0.5,0.0,0,Josh,0.0,637,False,,,40,547659.jpg,0.0,Powell,0.1,False,,a,16,17,0,1818,201,2454,251,0.0,0.0,Powell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,474,185,458,182,429,166,481,185,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,695,222,479,181,480,181,419,163,0.0,0.0
,,218430,0,0,0,0,0,2,1.0,0.5,1,Gonzalo,0.5,679,False,,,45,218430.jpg,1.0,Montiel,0.0,False,,a,16,17,1,1343,335,291,107,0.1,0.2,G.Montiel,18,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.0,0.0,0.4,0,0.00,0.00,0.00,0.59,337,128,559,219,546,216,367,132,,,,,,,0.0,0.0,0.0,0.0,2.95,0.0,389,83,316,109,296,106,576,203,0.0,0.0
,,575476,0,0,0,0,0,2,2.5,2.0,0,Murillo,0.0,696,False,,,45,575476.jpg,0.0,Santiago Costa dos Santos,0.0,False,,a,16,17,0,77,46,9,9,0.0,0.0,Murillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,612,225,608,225,599,223,619,225,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,477,114,615,223,616,223,687,227,0.0,0.0
,,201410,0,0,0,0,0,2,-0.5,-0.5,0,Auston,0.0,27,False,,,40,201410.jpg,0.0,Trusty,1.0,False,,a,17,49,0,17093,584,26197,1954,0.0,0.0,Trusty,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,420,156,403,153,371,134,428,157,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,630,183,423,150,424,150,168,62,0.0,0.0
,,433979,0,0,0,0,0,4,2.5,2.5,12,Cameron,3.0,33,False,,,45,433979.jpg,6.0,Archer,5.3,False,,a,17,49,12,110350,47687,167610,10832,0.7,2.7,Archer,79,1,1,0,2,0,0,0,1,0,0,3,31,30.0,5.1,24.0,5.8,1,0.17,0.00,0.17,2.49,226,27,276,39,147,34,244,34,,,,,,,0.19,0.0,0.0,0.19,2.84,2.28,418,70,96,17,16,5,74,14,1.14,0.0
,,432714,0,0,-1,1,0,3,-0.3,-0.3,0,James,0.2,360,False,,,44,432714.jpg,1.0,McAtee,0.0,False,,a,17,49,1,1751,609,2036,216,0.0,0.2,McAtee,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,532,195,521,194,499,185,539,198,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,551,283,352,160,282,123,516,188,0.0,0.0
,,233821,0,0,0,0,0,2,0.3,0.3,0,Anel,0.8,471,False,,,45,233821.jpg,0.8,Ahmedhodžić,0.4,False,,a,17,49,3,6163,241,13571,1743,0.2,0.7,Ahmedhodžić,360,0,0,0,7,0,0,0,2,0,0,0,33,71.8,4.2,21.0,9.8,4,0.48,0.00,0.48,9.48,93,31,282,95,159,35,173,50,,,,,,,0.12,0.0,0.0,0.12,2.37,1.75,403,94,281,94,358,115,247,95,1.0,0.0
,,538206,0,0,0,0,0,1,-0.5,-0.5,0,Jordan,0.0,472,False,,,40,538206.jpg,0.0,Amissah,0.3,False,,a,17,49,0,1494,101,6653,477,0.0,0.0,Amissah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,472,72,456,57,427,53,479,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,693,83,477,71,478,72,274,41,0.0,0.0
100.0,100.0,82691,0,0,0,0,0,2,0.5,0.5,1,George,1.0,473,False,,2023-08-18T23:30:05.750409Z,40,82691.jpg,1.3,Baldock,11.4,False,,a,17,49,4,149369,7722,392587,21076,0.2,1.0,Baldock,250,0,0,0,4,0,0,0,1,0,0,0,17,41.0,28.6,6.0,7.5,3,0.00,0.12,0.12,7.40,180,71,148,39,242,80,220,73,,,,,,,0.0,0.0,0.04,0.04,2.66,1.44,596,163,240,76,237,73,38,13,1.08,0.0
,,40386,0,0,0,0,0,2,0.7,0.7,1,Chris,1.2,474,False,,,40,40386.jpg,1.2,Basham,1.1,False,,a,17,49,5,85082,2029,30813,2584,0.3,1.2,Basham,143,0,0,0,3,0,0,0,0,0,0,0,19,35.6,2.7,6.0,4.5,1,0.00,0.00,0.00,3.06,208,82,294,102,241,79,270,96,,,,,,,0.0,0.0,0.0,0.0,1.93,1.89,588,160,215,63,249,76,155,59,0.63,0.0
100.0,100.0,226182,0,0,0,0,0,2,1.3,1.3,0,Jayden,1.8,476,False,,2023-08-04T11:00:04.348112Z,45,226182.jpg,7.0,Bogle,0.1,False,,a,17,49,7,4326,162,1793,303,0.4,1.6,Bogle,19,1,0,0,1,0,0,0,0,0,0,0,18,36.0,0.4,17.0,5.3,0,0.14,0.00,0.14,0.72,207,81,341,125,178,44,258,90,,,,,,,0.66,0.0,0.0,0.66,3.41,4.74,395,88,174,56,7,1,474,180,0.0,0.0
0.0,0.0,195473,0,0,-1,1,0,4,0.0,0.0,0,Rhian,0.0,477,False,Lack of match fitness - Unknown return date,2023-08-06T23:30:06.086613Z,49,195473.jpg,0.0,Brewster,0.0,False,,i,17,49,0,392,27,4169,272,0.0,0.0,Brewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,637,70,633,73,627,74,643,74,,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,274,54,639,73,640,73,523,74,0.0,0.0
100.0,100.0,476938,0,0,-1,1,0,3,-0.5,-0.5,0,Ismaila,0.0,478,False,,2023-08-04T11:00:04.362630Z,44,476938.jpg,0.0,Coulibaly,0.0,False,,a,17,49,0,791,177,1998,130,0.0,0.0,Coulibaly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,538,199,527,198,506,190,545,202,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,560,289,545,203,546,203,539,201,0.0,0.0
,,102549,0,0,0,0,0,1,-0.5,-0.5,0,Adam,0.0,479,False,,,40,102549.jpg,0.0,Davies,0.2,False,,a,17,49,0,2850,333,4242,340,0.0,0.0,A.Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,392,35,374,18,341,14,400,35,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,599,44,396,35,396,35,314,50,0.0,0.0
,,108416,0,0,0,0,0,2,0.5,0.5,1,John,1.0,480,False,,,45,108416.jpg,1.0,Egan,0.2,False,,a,17,49,4,3622,84,5073,472,0.2,0.9,Egan,337,0,0,0,7,0,0,0,1,0,0,0,41,75.2,1.0,31.0,10.7,4,0.10,0.00,0.10,9.38,83,27,316,115,119,22,155,44,,,,,,,0.03,0.0,0.0,0.03,2.51,1.87,350,57,247,81,291,101,354,136,1.07,0.0
0.0,0.0,47247,0,0,-1,1,0,3,0.0,0.0,0,John,0.0,481,False,Leg injury - Unknown return date,2023-08-04T11:00:04.379703Z,49,47247.jpg,0.0,Fleck,0.0,False,,i,17,49,0,147,8,676,31,0.0,0.0,Fleck,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,621,244,617,243,610,236,628,247,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,236,151,625,247,626,247,668,277,0.0,0.0
,,82143,0,0,0,0,0,1,2.3,2.3,2,Wes,2.8,482,False,,,45,82143.jpg,2.8,Foderingham,0.4,False,,a,17,49,11,14633,438,9784,952,0.6,2.4,Foderingham,360,0,0,0,7,0,0,0,0,0,20,1,80,144.0,0.0,0.0,14.5,4,0.00,0.00,0.00,9.48,13,4,543,70,524,66,105,4,,,,,,,0.0,5.0,0.0,0.0,2.37,1.75,341,16,104,11,129,12,248,37,1.0,0.0
25.0,25.0,523700,0,0,-1,1,0,4,-0.1,-0.1,0,Daniel,0.0,483,False,Illness - 25% chance of playing,2023-08-06T23:30:06.119901Z,49,523700.jpg,0.0,Jebbison,0.0,False,,d,17,49,0,164,24,984,69,0.0,0.0,Jebbison,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,648,74,643,77,637,78,652,78,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,308,60,649,77,650,77,623,85,0.0,0.0
0.0,0.0,155197,-1,1,-1,1,0,2,0.0,0.0,0,Max,0.8,484,False,Ankle injury - Unknown return date,2023-08-25T14:00:09.439172Z,44,155197.jpg,1.5,Lowe,0.1,False,,i,17,49,3,818,16,4318,405,0.2,0.7,Lowe,124,0,0,0,2,0,0,0,0,0,0,0,11,29.4,11.0,2.0,4.2,2,0.00,0.01,0.01,2.62,228,91,247,79,289,101,279,101,,,,,,,0.0,0.0,0.01,0.01,1.9,1.45,508,131,277,90,223,69,486,184,1.45,0.0
100.0,100.0,169432,0,0,-1,1,0,4,1.0,1.0,5,Oliver,1.5,485,False,,2023-08-06T23:30:06.135129Z,54,169432.jpg,3.0,McBurnie,0.0,False,,a,17,49,6,1186,381,2718,164,0.3,1.1,McBurnie,109,0,1,0,3,0,0,0,0,0,0,0,16,33.4,26.5,60.0,12.0,1,0.39,0.53,0.92,3.31,220,25,159,22,69,24,135,23,,,,,,,0.32,0.0,0.44,0.76,2.73,2.48,133,42,204,32,124,21,518,73,0.83,0.0
0.0,0.0,440993,0,0,0,0,0,4,0.0,0.0,0,Iliman,0.0,486,False,Permanent transfer to Marseille,2023-08-02T07:28:59.550053Z,55,440993.jpg,0.0,Ndiaye,0.0,False,,u,17,49,0,0,0,1847,66,0.0,0.0,Ndiaye,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,685,80,685,81,683,82,687,82,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,116,33,684,82,685,82,626,86,0.0,0.0
0.0,0.0,443211,0,0,0,0,0,2,0.0,0.0,0,Rhys,0.0,487,False,Lack of match fitness - Unknown return date,2023-08-06T23:30:06.150503Z,40,443211.jpg,0.0,Norrington-Davies,0.0,False,,i,17,49,0,484,50,2449,137,0.0,0.0,Norrington-Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,447,172,432,170,402,153,455,173,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,664,205,453,169,454,169,495,186,0.0,0.0
100.0,100.0,79934,0,0,0,0,0,3,1.3,1.3,2,Oliver,1.8,488,False,,2023-08-06T23:30:06.165508Z,50,79934.jpg,1.8,Norwood,0.0,False,,a,17,49,7,2155,63,2080,137,0.4,1.4,Norwood,349,0,0,0,6,0,0,0,1,0,0,0,61,71.0,85.4,11.0,16.8,4,0.07,0.42,0.49,8.87,97,36,35,25,216,111,80,48,1.0,,1.0,,1.0,,0.02,0.0,0.11,0.13,2.29,1.55,169,103,178,78,206,93,529,196,1.03,0.0
0.0,0.0,167878,0,0,-1,1,0,3,0.0,0.0,0,Ben,1.0,489,False,Groin Injury - Unknown return date,2023-08-27T23:00:07.645002Z,49,167878.jpg,1.3,Osborn,0.0,False,,i,17,49,4,490,8,1697,182,0.2,0.8,Osborn,192,0,0,0,3,0,0,0,1,0,0,0,18,20.6,9.0,5.0,3.4,3,0.12,0.10,0.22,3.63,255,105,259,139,254,124,291,127,,,,,,,0.06,0.0,0.05,0.11,1.7,1.41,264,174,258,115,242,111,589,230,1.41,0.0
,,538207,0,0,0,0,0,4,0.5,0.5,0,William,1.0,490,False,,,45,538207.jpg,1.3,Osula,1.4,False,,a,17,49,4,34080,756,53705,6392,0.2,0.9,Osula,233,0,0,0,3,0,0,0,2,0,0,0,-6,1.0,6.0,21.0,2.5,3,0.29,0.06,0.35,6.06,365,42,273,37,160,36,315,40,,,,,,,0.11,0.0,0.02,0.13,2.34,1.16,471,83,254,35,239,36,142,24,1.16,0.0
,,83427,0,0,0,0,0,2,0.7,0.7,1,Jack,1.2,576,False,,,45,83427.jpg,1.2,Robinson,0.1,False,,a,17,49,5,3168,84,2549,315,0.3,1.1,Robinson,349,0,0,0,7,0,0,0,0,0,0,0,44,57.0,3.1,19.0,8.0,4,0.15,0.04,0.19,9.27,143,58,291,100,169,37,208,69,,,,,,,0.04,0.0,0.01,0.05,2.39,1.81,343,52,221,68,253,80,410,159,1.03,0.0
100.0,100.0,504198,0,0,-1,1,0,3,-0.5,-0.5,0,Anis,0.0,587,False,,2023-08-18T23:30:05.917352Z,49,504198.jpg,0.0,Slimane,0.0,False,,a,17,49,0,201,15,3517,116,0.0,0.0,Slimane,10,0,0,0,0,0,0,0,1,0,0,0,-2,0.0,0.0,4.0,0.3,0,0.00,0.00,0.00,0.21,646,264,642,263,277,135,370,169,,,,,,,0.0,0.0,0.0,0.0,1.89,0.0,306,204,648,265,649,265,552,208,0.0,0.0
,,432990,0,0,0,0,0,2,0.5,0.5,1,Yasser,1.0,592,False,,,45,432990.jpg,1.0,Larouci,0.1,False,,a,17,49,4,357,24,1639,122,0.2,0.9,Larouci,195,0,0,0,5,0,0,0,0,0,0,0,23,34.6,2.5,29.0,6.6,1,0.17,0.02,0.19,6.51,214,85,296,104,124,24,236,83,,,,,,,0.08,0.0,0.01,0.09,3.0,2.31,417,102,252,86,299,109,478,182,0.46,0.0
,,523957,0,0,0,0,0,4,1.3,1.3,1,Bénie,1.8,593,False,,,55,523957.jpg,1.8,Traoré,0.1,False,,a,17,49,7,5205,75,5414,682,0.3,1.3,T.Bénie,272,0,0,0,4,0,0,0,0,0,0,0,1,7.6,27.4,29.0,6.3,3,0.27,0.27,0.54,6.88,320,38,155,20,127,30,239,33,,,,,,,0.09,0.0,0.09,0.18,2.28,1.32,121,38,184,27,212,29,440,65,0.99,0.0
100.0,100.0,424001,0,0,0,0,0,3,0.7,0.7,2,Vini,1.2,638,False,,2023-08-10T15:30:07.083501Z,50,424001.jpg,1.2,de Souza Costa,0.0,False,,a,17,49,5,485,30,390,63,0.2,1.0,Vini Souza,247,0,0,0,5,0,0,0,1,0,0,0,26,42.2,15.0,20.0,7.7,3,0.06,0.01,0.07,7.14,176,68,212,119,168,94,215,101,,,,,,,0.02,0.0,0.0,0.02,2.6,1.82,209,131,233,106,261,118,632,256,1.09,0.0
,,471848,0,0,0,0,0,2,-0.5,-0.5,0,Femi,0.0,653,False,,,40,471848.jpg,0.0,Seriki,0.1,False,,a,17,49,0,2616,206,1235,169,0.0,0.0,Seriki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,459,178,443,175,414,159,466,178,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,677,212,464,174,465,174,480,183,0.0,0.0
0.0,,532377,0,0,0,0,0,4,0.0,-0.5,0,Louie,0.0,654,False,Season-long loan to Doncaster Rovers,2023-09-01T21:50:15.739167Z,45,532377.jpg,0.0,Marsh,0.0,False,,u,17,49,0,3568,24,2521,627,0.0,0.0,Marsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,606,66,602,69,593,70,613,70,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,467,81,609,69,610,69,501,71,0.0,0.0
